lead_id,client_id,lead_source,service_category,inquiry_date,first_response_at,lead_status
1231,820,Referral,Graduation,2025-05-11 00:00:00,2025-05-13 00:00:00,lost
1232,108,Facebook,Newborn,2024-09-16 00:00:00,2024-09-17 15:00:00,qualified
1233,5,Repeat Client,Family portraits,2024-08-11 00:00:00,2024-08-13 11:00:00,new
1234,403,Local Event,Couples,2025-06-15 00:00:00,2025-06-16 11:00:00,new
1235,619,Instagram,Branding/headshots,2025-12-22 00:00:00,2025-12-23 08:00:00,lost
1236,752,Referral,Graduation,2024-09-10 00:00:00,2024-09-12 11:00:00,qualified
1237,742,Instagram,Mini sessions,2024-12-06 00:00:00,2024-12-07 20:00:00,qualified
1238,1191,Repeat Client,Graduation,2024-06-28 00:00:00,2024-06-29 18:00:00,lost
1239,700,Google Search,Couples,2025-06-09 00:00:00,2025-06-11 23:00:00,qualified
1240,537,Instagram,Branding/headshots,2024-12-23 00:00:00,2024-12-24 14:00:00,lost
1241,1066,Referral,Family portraits,2024-04-28 00:00:00,2024-04-30 02:00:00,lost
1242,932,Paid Advertisement,Branding/headshots,2024-09-05 00:00:00,2024-09-07 20:00:00,qualified
1243,877,Paid Advertisement,Branding/headshots,2024-12-23 00:00:00,2024-12-23 16:00:00,lost
1244,184,Paid Advertisement,Graduation,2024-10-12 00:00:00,2024-10-12 09:00:00,lost
1245,88,Wedding Vendor,Branding/headshots,2025-07-24 00:00:00,2025-07-24 08:00:00,lost
1246,582,Wedding Vendor,Couples,2024-07-22 00:00:00,2024-07-22 23:00:00,qualified
1247,758,Paid Advertisement,Mini sessions,2025-10-30 00:00:00,2025-10-30 06:00:00,qualified
1248,933,Google Search,Graduation,2025-04-06 00:00:00,2025-04-08 17:00:00,contacted
1249,702,Google Search,Family portraits,2024-09-29 00:00:00,2024-09-30 00:00:00,qualified
1250,260,Facebook,Branding/headshots,2025-07-31 00:00:00,2025-08-02 06:00:00,lost
1251,1132,Paid Advertisement,Newborn,2025-06-14 00:00:00,2025-06-16 05:00:00,lost
1252,930,Instagram,Mini sessions,2024-12-06 00:00:00,2024-12-08 16:00:00,lost
1253,923,Facebook,Mini sessions,2025-01-31 00:00:00,2025-02-02 09:00:00,contacted
1254,786,Repeat Client,Mini sessions,2025-11-05 00:00:00,2025-11-06 06:00:00,qualified
1255,47,Paid Advertisement,Newborn,2024-06-29 00:00:00,2024-07-01 20:00:00,new
1256,1110,instgram,Mini sessions,2024-02-19 00:00:00,2024-02-21 20:00:00,lost
1257,945,Local Event,Mini sessions,2025-03-16 00:00:00,2025-03-16 16:00:00,lost
1258,188,Google Search,Family portraits,2025-04-04 00:00:00,2025-04-06 05:00:00,qualified
1259,702,Referral,Maternity,2025-04-10 00:00:00,2025-04-10 19:00:00,qualified
1260,1130,Instagram,Family portraits,2024-11-04 00:00:00,2024-11-06 06:00:00,qualified
1261,844,Facebook,Weddings,2025-12-04 00:00:00,2025-12-04 13:00:00,qualified
1262,290,Google Search,Branding/headshots,2025-04-10 00:00:00,2025-04-10 01:00:00,contacted
1263,359,Google Search,Graduation,2025-05-10 00:00:00,2025-05-12 03:00:00,contacted
1264,766,Instagram,Family portraits,2025-03-19 00:00:00,2025-03-20 17:00:00,qualified
1265,434,Instagram,Graduation,2025-04-16 00:00:00,2025-04-16 04:00:00,contacted
1266,225,Wedding Vendor,Newborn,2025-03-05 00:00:00,2025-03-05 22:00:00,qualified
1267,799,Google Search,Newborn,2024-08-04 00:00:00,2024-08-06 01:00:00,lost
1268,181,Referral,Family portraits,2025-09-24 00:00:00,2025-09-26 10:00:00,qualified
1269,1078,Google Search,Mini sessions,2024-08-22 00:00:00,2024-08-22 12:00:00,lost
1270,1030,Wedding Vendor,Graduation,2025-09-23 00:00:00,2025-09-23 06:00:00,lost
1271,104,Instagram,Family portraits,2025-11-09 00:00:00,2025-11-10 06:00:00,lost
1272,103,Referral,Graduation,2024-04-10 00:00:00,2024-04-10 03:00:00,lost
1273,777,Paid Advertisement,Branding/headshots,2025-09-28 00:00:00,2025-09-30 03:00:00,qualified
1274,346,Facebook,Mini sessions,2025-10-15 00:00:00,2025-10-16 10:00:00,lost
1275,955,Paid Advertisement,Graduation,2024-09-30 00:00:00,2024-10-01 16:00:00,lost
1276,305,Local Event,Family portraits,2025-04-27 00:00:00,2025-04-27 04:00:00,contacted
1277,869,Wedding Vendor,Family portraits,2025-11-14 00:00:00,2025-11-14 20:00:00,qualified
1278,403,Instagram,Mini sessions,2024-04-11 00:00:00,2024-04-12 23:00:00,new
1279,1124,Wedding Vendor,Maternity,2024-03-01 00:00:00,2024-03-01 06:00:00,qualified
1280,1114,Paid Advertisement,Mini sessions,2025-11-30 00:00:00,2025-12-01 02:00:00,lost
1281,113,Facebook,Mini sessions,2025-04-11 00:00:00,2025-04-13 05:00:00,contacted
1282,923,Instagram,Newborn,2024-03-24 00:00:00,2024-03-24 02:00:00,new
1283,1054,Facebook,Mini sessions,2025-10-19 00:00:00,2025-10-20 04:00:00,qualified
1284,1114,Facebook,Graduation,2024-08-19 00:00:00,2024-08-20 18:00:00,new
1285,417,Referral,Family portraits,2025-12-08 00:00:00,2025-12-08 23:00:00,lost
1286,99,Google Search,Branding/headshots,2025-05-21 00:00:00,2025-05-23 23:00:00,lost
1287,1094,Instagram,Maternity,2024-12-01 00:00:00,2024-12-01 17:00:00,qualified
1288,364,Wedding Vendor,Maternity,2024-06-20 00:00:00,2024-06-23 00:00:00,contacted
1289,356,Facebook,Family portraits,2024-10-27 00:00:00,2024-10-27 08:00:00,qualified
1290,283,Instagram,Branding/headshots,2025-04-06 00:00:00,2025-04-07 20:00:00,qualified
1291,444,Instagram,Weddings,2024-06-25 00:00:00,2024-06-27 14:00:00,lost
1292,1026,Google Search,Maternity,2025-07-01 00:00:00,2025-07-01 15:00:00,lost
1293,1016,Referral,Mini sessions,2025-01-04 00:00:00,2025-01-04 17:00:00,contacted
1294,491,Instagram,Mini sessions,2025-12-02 00:00:00,2025-12-02 11:00:00,qualified
1295,334,Google Search,Family portraits,2025-11-22 00:00:00,2025-11-24 08:00:00,lost
1296,930,Instagram,Maternity,2024-04-01 00:00:00,2024-04-03 00:00:00,lost
1297,713,Instagram,Branding/headshots,2024-05-09 00:00:00,2024-05-10 06:00:00,lost
1298,137,Referral,Couples,2024-09-04 00:00:00,2024-09-06 18:00:00,new
1299,1003,Google Search,Family portraits,2024-12-08 00:00:00,2024-12-08 03:00:00,lost
1300,117,Repeat Client,Maternity,2025-11-17 00:00:00,2025-11-20 00:00:00,lost
1301,330,Google Search,Weddings,2024-11-03 00:00:00,2024-11-05 07:00:00,qualified
1302,1177,Repeat Client,Family portraits,2024-10-16 00:00:00,2024-10-17 10:00:00,lost
1303,1085,Local Event,Couples,2025-09-28 00:00:00,2025-09-30 06:00:00,lost
1304,803,instgram,Graduation,2024-11-04 00:00:00,2024-11-06 09:00:00,qualified
1305,940,Repeat Client,Mini sessions,2024-08-30 00:00:00,2024-09-01 09:00:00,qualified
1306,662,Facebook,Mini sessions,2025-10-02 00:00:00,2025-10-03 21:00:00,qualified
1307,340,Repeat Client,Mini sessions,2025-02-28 00:00:00,2025-02-28 05:00:00,contacted
1308,505,Instagram,Graduation,2024-07-11 00:00:00,2024-07-13 08:00:00,qualified
1309,1143,Wedding Vendor,Maternity,2025-05-19 00:00:00,2025-05-21 02:00:00,contacted
1310,745,Referral,Family portraits,2024-10-10 00:00:00,2024-10-11 21:00:00,qualified
1311,1118,Google Search,Family portraits,2025-11-26 00:00:00,2025-11-26 15:00:00,qualified
1312,73,Instagram,Newborn,2025-08-29 00:00:00,2025-08-29 02:00:00,qualified
1313,218,Repeat Client,Graduation,2024-06-23 00:00:00,2024-06-24 17:00:00,lost
1314,910,Google Search,Mini sessions,2025-08-01 00:00:00,2025-08-01 08:00:00,lost
1315,929,Instagram,Branding/headshots,2025-10-29 00:00:00,2025-10-31 01:00:00,qualified
1316,521,Google Search,Couples,2025-02-16 00:00:00,2025-02-16 15:00:00,lost
1317,37,Paid Advertisement,Graduation,2025-04-03 00:00:00,2025-04-06 00:00:00,lost
1318,429,Paid Advertisement,Graduation,2024-04-14 00:00:00,2024-04-16 05:00:00,new
1319,207,Paid Advertisement,Weddings,2025-06-26 00:00:00,2025-06-27 13:00:00,qualified
1320,411,Referral,Couples,2025-07-08 00:00:00,2025-07-09 16:00:00,qualified
1321,154,Google Search,Couples,2025-01-20 00:00:00,2025-01-21 02:00:00,qualified
1322,693,Google Search,Family portraits,2025-08-10 00:00:00,2025-08-12 08:00:00,contacted
1323,749,Google Search,Family portraits,2024-03-17 00:00:00,2024-03-18 21:00:00,qualified
1324,407,Google Search,Branding/headshots,2024-04-10 00:00:00,2024-04-12 15:00:00,qualified
1325,877,Instagram,Couples,2024-09-10 00:00:00,2024-09-10 04:00:00,new
1326,241,Wedding Vendor,Branding/headshots,2025-06-01 00:00:00,2025-06-02 15:00:00,lost
1327,359,Instagram,Mini sessions,2024-10-29 00:00:00,2024-10-29 23:00:00,qualified
1328,374,Instagram,Weddings,2025-09-14 00:00:00,2025-09-15 19:00:00,qualified
1329,519,Instagram,Mini sessions,2025-11-04 00:00:00,2025-11-05 21:00:00,lost
1330,1177,Paid Advertisement,Graduation,2024-05-14 00:00:00,2024-05-16 15:00:00,qualified
1331,390,Google Search,Mini sessions,2024-03-04 00:00:00,2024-03-05 14:00:00,new
1332,242,Facebook,Family portraits,2025-09-18 00:00:00,2025-09-18 09:00:00,qualified
1333,577,Instagram,Family portraits,2025-03-06 00:00:00,2025-03-06 08:00:00,qualified
1334,325,Instagram,Weddings,2024-10-08 00:00:00,2024-10-10 14:00:00,qualified
1335,1056,Google Search,Mini sessions,2025-05-27 00:00:00,2025-05-27 16:00:00,qualified
1336,1154,Google Search,Family portraits,2025-11-18 00:00:00,2025-11-19 03:00:00,contacted
1337,574,Instagram,Branding/headshots,2024-04-25 00:00:00,2024-04-27 18:00:00,lost
1338,586,Facebook,Family portraits,2024-06-02 00:00:00,2024-06-05 00:00:00,qualified
1339,1050,Instagram,Branding/headshots,2025-08-19 00:00:00,2025-08-21 05:00:00,qualified
1340,186,Google Search,Mini sessions,2025-10-04 00:00:00,2025-10-04 14:00:00,contacted
1341,418,Google Search,Maternity,2025-11-14 00:00:00,2025-11-15 21:00:00,qualified
1342,933,Wedding Vendor,Branding/headshots,2025-03-30 00:00:00,2025-04-01 21:00:00,lost
1343,597,Repeat Client,Mini sessions,2025-12-28 00:00:00,2025-12-30 15:00:00,lost
1344,311,Instagram,Graduation,2024-05-05 00:00:00,2024-05-07 21:00:00,lost
1345,1073,Instagram,Mini sessions,2025-10-13 00:00:00,2025-10-13 22:00:00,lost
1346,794,Instagram,Graduation,2025-10-30 00:00:00,2025-10-31 18:00:00,contacted
1347,429,Wedding Vendor,Mini sessions,2024-11-16 00:00:00,2024-11-17 00:00:00,qualified
1348,634,Referral,Weddings,2025-03-05 00:00:00,2025-03-05 16:00:00,lost
1349,537,Instagram,Weddings,2024-02-05 00:00:00,2024-02-07 11:00:00,qualified
1350,327,Google Search,Family portraits,2025-07-08 00:00:00,2025-07-08 01:00:00,qualified
1351,910,Referral,Graduation,2025-08-01 00:00:00,2025-08-01 02:00:00,lost
1352,642,Repeat Client,Family portraits,2024-05-17 00:00:00,2024-05-17 07:00:00,lost
1353,813,Referral,Mini sessions,2024-09-07 00:00:00,2024-09-09 04:00:00,contacted
1354,893,Referral,Branding/headshots,2024-07-01 00:00:00,2024-07-02 02:00:00,lost
1355,875,Wedding Vendor,Family portraits,2025-09-04 00:00:00,2025-09-06 16:00:00,qualified
1356,457,Instagram,Mini sessions,2024-07-16 00:00:00,2024-07-16 07:00:00,lost
1357,15,Facebook,Weddings,2024-05-03 00:00:00,2024-05-03 19:00:00,qualified
1358,207,Repeat Client,Weddings,2025-12-09 00:00:00,2025-12-10 04:00:00,qualified
1359,581,Facebook,Graduation,2025-05-05 00:00:00,2025-05-05 08:00:00,qualified
1360,1185,Facebook,Branding/headshots,2024-04-23 00:00:00,2024-04-24 14:00:00,new
1361,172,Instagram,Mini sessions,2025-05-26 00:00:00,2025-05-27 12:00:00,lost
1362,1075,Instagram,Maternity,2024-05-14 00:00:00,2024-05-15 20:00:00,qualified
1363,1152,Facebook,Family portraits,2025-09-13 00:00:00,2025-09-13 07:00:00,contacted
1364,1135,Instagram,Weddings,2025-03-11 00:00:00,2025-03-11 19:00:00,qualified
1365,1070,Local Event,Family portraits,2024-02-28 00:00:00,2024-02-29 21:00:00,qualified
1366,308,Facebook,Mini sessions,2025-02-23 00:00:00,2025-02-23 05:00:00,qualified
1367,1070,Google Search,Mini sessions,2025-09-06 00:00:00,2025-09-06 14:00:00,lost
1368,483,Facebook,Mini sessions,2025-11-06 00:00:00,2025-11-07 17:00:00,qualified
1369,482,Instagram,Branding/headshots,2025-03-11 00:00:00,2025-03-13 09:00:00,qualified
1370,224,Paid Advertisement,Maternity,2024-06-10 00:00:00,2024-06-12 22:00:00,qualified
1371,452,Instagram,Mini sessions,2024-06-12 00:00:00,2024-06-14 08:00:00,lost
1372,735,Wedding Vendor,Graduation,2025-10-27 00:00:00,2025-10-27 08:00:00,lost
1373,818,Referral,Branding/headshots,2024-08-02 00:00:00,2024-08-04 03:00:00,contacted
1374,480,Google Search,Couples,2024-03-01 00:00:00,2024-03-03 01:00:00,qualified
1375,596,Wedding Vendor,Weddings,2025-05-06 00:00:00,2025-05-07 13:00:00,qualified
1376,686,Instagram,Mini sessions,2024-06-28 00:00:00,2024-06-28 04:00:00,qualified
1377,740,Paid Advertisement,Couples,2025-10-03 00:00:00,2025-10-05 00:00:00,qualified
1378,228,Google Search,Mini sessions,2024-06-11 00:00:00,2024-06-12 13:00:00,qualified
1379,570,Facebook,Mini sessions,2025-08-11 00:00:00,2025-08-12 00:00:00,lost
1380,306,Facebook,Family portraits,2025-04-02 00:00:00,2025-04-04 15:00:00,qualified
1381,928,Instagram,Branding/headshots,2025-09-30 00:00:00,2025-10-01 20:00:00,qualified
1382,1176,Repeat Client,Maternity,2024-03-10 00:00:00,2024-03-10 06:00:00,lost
1383,590,google,Weddings,2024-09-12 00:00:00,2024-09-13 21:00:00,contacted
1384,423,Wedding Vendor,Weddings,2024-03-12 00:00:00,2024-03-12 19:00:00,contacted
1385,1046,Instagram,Couples,2025-09-28 00:00:00,2025-09-29 13:00:00,lost
1386,149,google,Family portraits,2025-09-21 00:00:00,2025-09-21 04:00:00,qualified
1387,639,Google Search,Weddings,2024-09-05 00:00:00,2024-09-05 05:00:00,qualified
1388,1048,instgram,Maternity,2024-05-23 00:00:00,2024-05-24 11:00:00,lost
1389,1140,Local Event,Couples,2024-12-12 00:00:00,2024-12-14 06:00:00,qualified
1390,799,Instagram,Maternity,2025-10-08 00:00:00,2025-10-09 14:00:00,lost
1391,504,Instagram,Mini sessions,2024-10-29 00:00:00,2024-10-30 03:00:00,qualified
1392,24,Google Search,Graduation,2025-10-21 00:00:00,2025-10-21 20:00:00,qualified
1393,1076,Repeat Client,Weddings,2024-04-22 00:00:00,2024-04-24 15:00:00,qualified
1394,93,Local Event,Weddings,2025-09-08 00:00:00,2025-09-08 22:00:00,lost
1395,546,Instagram,Weddings,2025-09-18 00:00:00,2025-09-18 05:00:00,qualified
1396,813,Instagram,Newborn,2025-11-11 00:00:00,2025-11-13 23:00:00,qualified
1397,361,Referral,Maternity,2024-02-04 00:00:00,2024-02-04 17:00:00,lost
1398,131,Face book,Weddings,2024-05-27 00:00:00,2024-05-29 21:00:00,new
1399,998,Facebook,Branding/headshots,2024-03-26 00:00:00,2024-03-28 23:00:00,new
1400,958,Instagram,Newborn,2024-11-20 00:00:00,2024-11-20 06:00:00,qualified
1401,403,Instagram,Family portraits,2025-06-03 00:00:00,2025-06-04 04:00:00,lost
1402,139,Facebook,Newborn,2024-08-17 00:00:00,2024-08-19 11:00:00,qualified
1403,1049,Repeat Client,Graduation,2024-07-11 00:00:00,2024-07-12 18:00:00,lost
1404,1162,Instagram,Maternity,2024-09-13 00:00:00,2024-09-15 07:00:00,contacted
1405,404,Instagram,Branding/headshots,2025-05-21 00:00:00,2025-05-21 11:00:00,qualified
1406,710,instgram,Mini sessions,2024-09-09 00:00:00,2024-09-11 05:00:00,lost
1407,951,Google Search,Family portraits,2024-10-30 00:00:00,2024-11-01 11:00:00,qualified
1408,349,Wedding Vendor,Newborn,2025-11-19 00:00:00,2025-11-20 10:00:00,qualified
1409,611,Wedding Vendor,Newborn,2025-02-12 00:00:00,2025-02-13 16:00:00,contacted
1410,922,Google Search,Maternity,2024-05-27 00:00:00,2024-05-27 05:00:00,new
1411,528,Instagram,Branding/headshots,2024-12-22 00:00:00,2024-12-23 18:00:00,qualified
1412,574,Facebook,Branding/headshots,2024-05-10 00:00:00,2024-05-11 00:00:00,qualified
1413,657,Facebook,Family portraits,2024-10-10 00:00:00,2024-10-10 04:00:00,lost
1414,407,Referral,Branding/headshots,2024-05-25 00:00:00,2024-05-27 06:00:00,qualified
1415,1198,Referral,Branding/headshots,2024-04-25 00:00:00,2024-04-27 20:00:00,lost
1416,857,Instagram,Family portraits,2024-01-28 00:00:00,2024-01-30 17:00:00,lost
1417,724,Paid Advertisement,Newborn,2025-10-07 00:00:00,2025-10-07 05:00:00,qualified
1418,621,Facebook,Weddings,2024-11-30 00:00:00,2024-12-02 14:00:00,lost
1419,94,Referral,Weddings,2025-07-28 00:00:00,2025-07-28 08:00:00,qualified
1420,759,Local Event,Weddings,2024-06-23 00:00:00,2024-06-24 16:00:00,lost
1421,127,Referral,Branding/headshots,2024-12-30 00:00:00,2025-01-01 23:00:00,lost
1422,1109,Referral,Newborn,2024-07-19 00:00:00,2024-07-19 23:00:00,lost
1423,848,Repeat Client,Family portraits,2024-06-28 00:00:00,2024-06-28 12:00:00,qualified
1424,1120,Facebook,Weddings,2025-05-16 00:00:00,2025-05-16 15:00:00,new
1425,297,Paid Advertisement,Graduation,2024-03-31 00:00:00,2024-04-02 09:00:00,qualified
1426,649,Wedding Vendor,Graduation,2025-07-17 00:00:00,2025-07-19 19:00:00,new
1427,1056,Facebook,Branding/headshots,2025-09-07 00:00:00,2025-09-08 19:00:00,lost
1428,613,Instagram,Mini sessions,2025-03-16 00:00:00,2025-03-19 00:00:00,contacted
1429,1124,Instagram,Weddings,2024-12-06 00:00:00,2024-12-06 12:00:00,contacted
1430,808,Repeat Client,Maternity,2024-02-20 00:00:00,2024-02-22 15:00:00,lost
1431,1027,Facebook,Maternity,2024-06-07 00:00:00,2024-06-07 22:00:00,lost
1432,74,Facebook,Maternity,2024-10-15 00:00:00,2024-10-17 09:00:00,lost
1433,409,Google Search,Graduation,2025-04-05 00:00:00,2025-04-05 19:00:00,qualified
1434,203,Referral,Branding/headshots,2025-03-25 00:00:00,2025-03-25 02:00:00,lost
1435,395,Paid Advertisement,Branding/headshots,2025-12-01 00:00:00,2025-12-03 17:00:00,contacted
1436,8,Instagram,Family portraits,2025-11-11 00:00:00,2025-11-12 06:00:00,new
1437,407,Local Event,Mini sessions,2024-11-10 00:00:00,2024-11-12 07:00:00,lost
1438,487,Instagram,Family portraits,2024-12-17 00:00:00,2024-12-17 11:00:00,qualified
1439,348,Paid Advertisement,Mini sessions,2024-08-16 00:00:00,2024-08-17 17:00:00,contacted
1440,865,Wedding Vendor,Weddings,2024-08-02 00:00:00,2024-08-02 19:00:00,contacted
1441,626,Referral,Graduation,2025-05-28 00:00:00,2025-05-28 20:00:00,new
1442,547,Google Search,Family portraits,2025-07-15 00:00:00,2025-07-15 11:00:00,lost
1443,581,Wedding Vendor,Newborn,2024-09-16 00:00:00,2024-09-18 03:00:00,lost
1444,269,Paid Advertisement,Branding/headshots,2024-08-15 00:00:00,2024-08-17 15:00:00,qualified
1445,298,Instagram,Branding/headshots,2024-02-06 00:00:00,2024-02-07 22:00:00,lost
1446,389,Repeat Client,Family portraits,2025-08-30 00:00:00,2025-09-01 17:00:00,lost
1447,717,Referral,Newborn,2025-01-30 00:00:00,2025-01-30 05:00:00,qualified
1448,159,Instagram,Family portraits,2025-12-17 00:00:00,2025-12-19 19:00:00,qualified
1449,69,Referral,Family portraits,2025-10-16 00:00:00,2025-10-17 15:00:00,lost
1450,653,Google Search,Couples,2025-07-15 00:00:00,2025-07-17 23:00:00,qualified
1451,290,Referral,Branding/headshots,2025-04-23 00:00:00,2025-04-24 04:00:00,contacted
1452,831,Google Search,Mini sessions,2025-03-16 00:00:00,2025-03-18 09:00:00,qualified
1453,438,Repeat Client,Graduation,2025-06-14 00:00:00,2025-06-14 21:00:00,new
1454,554,Referral,Mini sessions,2024-10-12 00:00:00,2024-10-14 03:00:00,qualified
1455,1151,Referral,Branding/headshots,2025-12-30 00:00:00,2025-12-31 00:00:00,contacted
1456,340,Google Search,Weddings,2025-04-06 00:00:00,2025-04-06 01:00:00,lost
1457,304,Wedding Vendor,Family portraits,2025-11-13 00:00:00,2025-11-13 22:00:00,qualified
1458,168,Referral,Maternity,2025-10-05 00:00:00,2025-10-07 09:00:00,qualified
1459,366,Google Search,Mini sessions,2024-01-30 00:00:00,2024-01-31 00:00:00,lost
1460,978,Local Event,Weddings,2025-05-20 00:00:00,2025-05-21 21:00:00,qualified
1461,281,Google Search,Branding/headshots,2025-08-18 00:00:00,2025-08-18 15:00:00,qualified
1462,938,Referral,Branding/headshots,2025-08-24 00:00:00,2025-08-25 13:00:00,qualified
1463,193,Referral,Branding/headshots,2025-01-25 00:00:00,2025-01-26 15:00:00,contacted
1464,802,Facebook,Branding/headshots,2025-09-22 00:00:00,2025-09-23 12:00:00,qualified
1465,619,Instagram,Mini sessions,2024-08-01 00:00:00,2024-08-03 20:00:00,qualified
1466,958,Paid Advertisement,Family portraits,2025-10-30 00:00:00,2025-10-30 04:00:00,qualified
1467,632,Instagram,Graduation,2025-05-22 00:00:00,2025-05-23 21:00:00,qualified
1468,469,Repeat Client,Family portraits,2024-09-04 00:00:00,2024-09-05 03:00:00,qualified
1469,231,Local Event,Family portraits,2024-03-26 00:00:00,2024-03-27 21:00:00,qualified
1470,80,Instagram,Newborn,2024-05-26 00:00:00,2024-05-28 14:00:00,qualified
1471,231,Google Search,Branding/headshots,2024-06-14 00:00:00,2024-06-15 23:00:00,qualified
1472,636,Referral,Mini sessions,2025-02-20 00:00:00,2025-02-22 00:00:00,contacted
1473,1035,Instagram,Weddings,2025-07-16 00:00:00,2025-07-17 18:00:00,qualified
1474,350,Facebook,Mini sessions,2024-11-06 00:00:00,2024-11-06 01:00:00,lost
1475,1198,Repeat Client,Couples,2024-02-10 00:00:00,2024-02-12 03:00:00,lost
1476,980,Referral,Graduation,2025-08-13 00:00:00,2025-08-14 01:00:00,contacted
1477,705,Facebook,Mini sessions,2025-10-30 00:00:00,2025-10-30 13:00:00,lost
1478,747,Wedding Vendor,Branding/headshots,2024-07-04 00:00:00,2024-07-05 22:00:00,qualified
1479,290,Instagram,Maternity,2025-08-24 00:00:00,2025-08-24 01:00:00,lost
1480,979,Referral,Graduation,2024-11-12 00:00:00,2024-11-12 17:00:00,qualified
1481,1035,Google Search,Family portraits,2024-06-01 00:00:00,2024-06-02 19:00:00,qualified
1482,1114,Facebook,Couples,2024-12-28 00:00:00,2024-12-28 11:00:00,lost
1483,1170,Instagram,Weddings,2025-09-23 00:00:00,2025-09-23 02:00:00,lost
1484,143,Google Search,Weddings,2025-05-02 00:00:00,2025-05-03 12:00:00,qualified
1485,592,Wedding Vendor,Mini sessions,2025-01-14 00:00:00,2025-01-15 03:00:00,contacted
1486,219,Repeat Client,Weddings,2024-06-02 00:00:00,2024-06-02 16:00:00,qualified
1487,1022,Face book,Graduation,2025-08-06 00:00:00,2025-08-06 11:00:00,lost
1488,269,Wedding Vendor,Graduation,2025-08-15 00:00:00,2025-08-15 08:00:00,qualified
1489,1119,Referral,Graduation,2024-04-15 00:00:00,2024-04-15 05:00:00,qualified
1490,430,Repeat Client,Newborn,2025-05-26 00:00:00,2025-05-27 06:00:00,lost
1491,89,Paid Advertisement,Branding/headshots,2024-07-11 00:00:00,2024-07-12 17:00:00,qualified
1492,284,Google Search,Branding/headshots,2024-07-11 00:00:00,2024-07-12 11:00:00,qualified
1493,1033,Instagram,Mini sessions,2024-10-08 00:00:00,2024-10-10 23:00:00,lost
1494,505,Paid Advertisement,Newborn,2024-11-02 00:00:00,2024-11-04 12:00:00,qualified
1495,728,Google Search,Weddings,2024-04-23 00:00:00,2024-04-23 20:00:00,contacted
1496,167,Local Event,Mini sessions,2025-12-22 00:00:00,2025-12-23 21:00:00,qualified
1497,278,Instagram,Maternity,2025-06-29 00:00:00,2025-07-01 23:00:00,qualified
1498,541,Paid Advertisement,Family portraits,2025-11-28 00:00:00,2025-11-29 14:00:00,qualified
1499,476,Instagram,Mini sessions,2024-04-01 00:00:00,2024-04-03 00:00:00,lost
1500,622,Referal,Branding/headshots,2024-02-06 00:00:00,2024-02-06 01:00:00,qualified
1501,1017,Facebook,Family portraits,2024-12-20 00:00:00,2024-12-22 04:00:00,qualified
1502,446,Referral,Mini sessions,2025-04-27 00:00:00,2025-04-28 17:00:00,qualified
1503,827,Referral,Graduation,2024-11-27 00:00:00,2024-11-28 22:00:00,lost
1504,1183,Instagram,Family portraits,2025-05-25 00:00:00,2025-05-27 10:00:00,lost
1505,836,Local Event,Couples,2024-04-18 00:00:00,2024-04-19 06:00:00,qualified
1506,1005,Paid Advertisement,Family portraits,2024-10-05 00:00:00,2024-10-07 18:00:00,contacted
1507,981,Repeat Client,Graduation,2024-10-05 00:00:00,2024-10-07 00:00:00,qualified
1508,831,Referral,Maternity,2024-09-16 00:00:00,2024-09-17 12:00:00,lost
1509,1119,Local Event,Branding/headshots,2025-10-16 00:00:00,2025-10-18 02:00:00,lost
1510,838,Facebook,Graduation,2025-03-26 00:00:00,2025-03-27 06:00:00,contacted
1511,1158,Google Search,Mini sessions,2024-11-12 00:00:00,2024-11-13 16:00:00,qualified
1512,315,Referral,Branding/headshots,2024-09-24 00:00:00,2024-09-25 12:00:00,lost
1513,1010,Instagram,Mini sessions,2025-10-18 00:00:00,2025-10-20 04:00:00,lost
1514,334,Instagram,Maternity,2025-12-23 00:00:00,2025-12-24 13:00:00,qualified
1515,683,Paid Advertisement,Family portraits,2024-03-09 00:00:00,2024-03-12 00:00:00,lost
1516,366,Face book,Family portraits,2024-12-18 00:00:00,2024-12-19 22:00:00,contacted
1517,1170,Wedding Vendor,Mini sessions,2025-01-02 00:00:00,2025-01-04 12:00:00,lost
1518,520,Google Search,Branding/headshots,2024-09-12 00:00:00,2024-09-14 10:00:00,qualified
1519,353,Facebook,Graduation,2024-05-10 00:00:00,2024-05-12 17:00:00,qualified
1520,658,Facebook,Maternity,2025-03-31 00:00:00,2025-04-01 02:00:00,lost
1521,199,Wedding Vendor,Branding/headshots,2024-03-19 00:00:00,2024-03-21 04:00:00,lost
1522,658,Paid Advertisement,Graduation,2025-10-14 00:00:00,2025-10-16 04:00:00,lost
1523,763,Facebook,Weddings,2025-05-29 00:00:00,2025-05-30 03:00:00,qualified
1524,255,Referral,Family portraits,2025-07-24 00:00:00,2025-07-26 22:00:00,qualified
1525,1097,Paid Advertisement,Mini sessions,2025-03-06 00:00:00,2025-03-07 07:00:00,lost
1526,159,Paid Advertisement,Family portraits,2024-04-12 00:00:00,2024-04-13 18:00:00,qualified
1527,549,Referral,Couples,2024-07-17 00:00:00,2024-07-18 10:00:00,new
1528,491,Instagram,Graduation,2025-09-22 00:00:00,2025-09-24 16:00:00,qualified
1529,779,Paid Advertisement,Mini sessions,2025-10-06 00:00:00,2025-10-06 16:00:00,lost
1530,613,Facebook,Couples,2024-11-07 00:00:00,2024-11-07 09:00:00,new
